30000,30000,192.9520332813263,8.803158000000167,46.05945856353591,60.25414364640884
35000,35000,192.82320499420166,8.806896999999935,46.18915469613259,60.574585635359114
40000,40000,192.9871277809143,8.834636000000046,46.36376795580111,61.34254143646409
45000,45000,184.49172806739807,8.59802999999988,47.00319653179191,61.72254335260116
50000,50000,150.69563698768616,7.471193999999969,50.0565744680851,62.53900709219858
55000,55000,117.5106475353241,6.327189999999746,54.58523636363636,63.9
60000,60000,96.25923824310303,5.620788000000175,59.374611111111115,65.23333333333333
65000,65000,80.13056540489197,5.101371999999856,64.34228,66.21333333333334
70000,70000,67.2498722076416,4.6212339999999585,69.44487301587301,67.34920634920636
75000,75000,58.77392864227295,4.315360999999939,74.37618181818182,68.34545454545454
80000,80000,52.45528864860535,4.088049999999839,79.21283673469388,69.28571428571429
85000,85000,48.169586420059204,3.995979000000034,83.9602888888889,70.33333333333333
90000,90000,47.00713539123535,4.130271000000221,88.88602272727273,71.36363636363636
95000,95000,46.01720094680786,4.256759999999986,93.83002325581396,72.55813953488372
100000,100000,44.87308979034424,4.364379999999983,98.27130952380953,73.38095238095238
105000,105000,43.81468653678894,4.464512000000013,102.9579512195122,74.60975609756098
110000,110000,43.786258935928345,4.643912,107.19663414634147,75.51219512195122
115000,115000,42.77239108085632,4.682949000000008,110.773425,76.3
120000,120000,42.730746030807495,4.816387000000077,114.09559999999999,77.225
125000,125000,42.68424606323242,4.932199999999966,116.752825,77.9
130000,130000,42.690699100494385,5.0171929999999065,118.68932500000001,78.325
