65000,246.4680302143097,15.116494000000102,61.88282352941176,64.4201680672269
70000,236.1024785041809,15.160048999999844,64.34431578947368,68.93859649122807
75000,227.66173720359802,15.182727999999997,67.08394545454546,70.01818181818182
80000,221.84751749038696,15.323378999999932,69.46809345794392,70.92523364485982
85000,217.28888940811157,15.509919000000082,72.06052380952381,71.62857142857143
90000,213.46056246757507,15.75421200000028,74.55904854368933,72.3495145631068
95000,209.3870885372162,15.798359000000119,75.89959405940594,72.84158415841584
100000,208.9266378879547,15.997710000000097,77.10265346534653,73.23762376237623
105000,205.11819577217102,16.19284700000003,79.30590909090908,73.67676767676768
110000,203.10687351226807,16.34126500000025,81.05557142857143,74.36734693877551
115000,201.17785334587097,16.447477000000163,82.03430927835052,74.54639175257732
120000,201.6658215522766,16.69126099999994,83.77048453608248,74.85567010309278
30000,951.9718060493469,33.054909999999154,34.91744347826087,57.24782608695652
35000,869.4666378498077,30.995200000000295,35.841811904761904,59.21904761904762
40000,602.7949261665344,23.88061300000004,39.880295532646045,61.04123711340206
45000,430.92260694503784,19.1584270000003,44.529639423076915,62.91346153846154
50000,371.04419136047363,18.19941199999994,49.18130726256983,64.57541899441341
55000,312.9996495246887,16.706784999999854,53.67302649006623,65.78145695364239
60000,269.4903156757355,15.55960499999992,58.09904615384615,64.48461538461538
