30000,30000,369.67855882644653,16.41447099999982,44.84343227665706,60.152737752161386
35000,35000,369.83405804634094,16.460109999999986,44.96855043227666,60.919308357348704
40000,40000,369.8307695388794,16.437831000000187,44.893040345821326,61.07492795389049
45000,45000,341.74332785606384,15.551040000000512,46.0914625,61.80625
50000,50000,271.3228130340576,13.413834000000179,49.96472440944882,63.0
55000,55000,213.76090836524963,11.54322000000002,54.77579,64.53
60000,60000,177.3383274078369,10.459375999999793,59.71065060240964,65.8433734939759
65000,65000,149.41240334510803,9.570576000000074,64.72025714285714,67.14285714285714
70000,70000,129.28027844429016,8.909136999999873,69.69832231404958,68.44628099173553
75000,75000,113.25767278671265,8.356196000000182,74.74927358490565,69.65094339622641
80000,80000,101.45331978797913,7.995276999999987,79.6219052631579,70.8
85000,85000,91.8078203201294,7.670935999999983,84.53917441860465,71.73255813953489
90000,90000,87.4497082233429,7.7295480000000225,89.3089756097561,72.98780487804878
95000,95000,85.42395877838135,7.975772000000006,94.3639875,74.3875
100000,100000,84.47509860992432,8.262214000000085,98.94253164556962,75.44303797468355
105000,105000,83.44888806343079,8.536374000000023,103.60373076923078,76.3974358974359
110000,110000,82.19276595115662,8.703866999999718,107.46423376623376,77.32467532467533
115000,115000,81.19826674461365,8.891487999999981,110.7581052631579,78.1842105263158
120000,120000,81.23680305480957,9.137208999999984,114.02957894736842,79.0
125000,125000,80.23954391479492,9.306726000000026,117.40029333333335,79.92
130000,130000,80.2200539112091,9.514173999999912,120.03292000000002,80.41333333333333
