PID,PowerCap,Time,Power (W),Temperature (C),Energy (J),GPU Utilization (%),Memory Utilization (%),Frequency,PCIe TX (KB/s),PCIe RX (KB/s)
0,30000,1740646876.980355,33.154,62,0.03423100000009072,100.0,0.0,210,49.072265625,137.939453125
0,30000,1740646878.0443594,38.0,62,0.07198299999981828,100.0,3.0,210,38.330078125,145.068359375
0,30000,1740646879.1126783,40.959,62,0.11648699999977907,100.0,3.0,210,39.990234375,143.896484375
0,30000,1740646880.1812844,41.181,62,0.1614079999999376,100.0,3.0,210,46.728515625,145.1171875
0,30000,1740646881.250298,41.25,62,0.20622000000003027,100.0,3.0,210,49.755859375,138.427734375
0,30000,1740646882.319256,41.175,62,0.24732300000005125,100.0,3.0,210,46.58203125,138.720703125
0,30000,1740646883.3882396,41.123,62,0.29199900000003254,100.0,3.0,210,50.439453125,139.013671875
0,30000,1740646884.4563587,41.195,62,0.33714499999996406,100.0,3.0,210,44.970703125,138.37890625
0,30000,1740646885.5252392,40.869,62,0.37770599999976184,100.0,3.0,210,47.265625,138.427734375
0,30000,1740646886.5942702,41.183,62,0.42215699999997014,100.0,3.0,210,42.67578125,139.013671875
0,30000,1740646887.6629994,41.083,62,0.466961000000083,100.0,3.0,210,46.728515625,138.671875
0,30000,1740646888.7319808,41.181,62,0.5075929999998152,100.0,3.0,210,44.384765625,137.98828125
0,30000,1740646889.7999032,41.083,62,0.5524139999997715,100.0,3.0,210,45.849609375,138.623046875
0,30000,1740646890.868144,41.229,62,0.5971230000000105,100.0,3.0,210,44.970703125,138.76953125
0,30000,1740646891.9371407,41.065,62,0.6379859999997279,100.0,3.0,210,47.705078125,138.916015625
0,30000,1740646892.9976845,41.075,62,0.6826249999999163,100.0,3.0,210,33.0078125,138.330078125
0,30000,1740646894.062623,38.285,61,0.7241340000000491,100.0,0.0,210,39.697265625,138.96484375
0,30000,1740646895.1316946,41.091,61,0.7645010000001093,100.0,3.0,210,42.3828125,138.76953125
0,30000,1740646896.200797,41.042,61,0.8092550000001211,100.0,3.0,210,47.705078125,139.306640625
0,30000,1740646897.2698927,41.189,61,0.8538340000000062,100.0,3.0,210,45.21484375,139.0625
0,30000,1740646898.3386915,40.88,61,0.8943420000000515,100.0,3.0,210,47.509765625,139.0625
0,30000,1740646899.4075794,41.017,61,0.9389259999998103,100.0,3.0,210,42.626953125,138.96484375
0,30000,1740646900.468918,41.202,61,0.9838070000000698,100.0,3.0,210,35.009765625,139.453125
0,30000,1740646901.5366604,41.098,61,1.0245689999997012,100.0,3.0,210,45.751953125,139.35546875
0,30000,1740646902.6047592,40.975,61,1.0691019999999298,100.0,3.0,210,40.52734375,138.427734375
0,30000,1740646903.6733115,41.116,61,1.1139589999997952,100.0,3.0,210,46.484375,138.916015625
0,30000,1740646904.7419517,40.92,61,1.1584520000001248,100.0,3.0,210,45.654296875,139.16015625
0,30000,1740646905.812393,41.056,61,1.1994289999997818,100.0,3.0,210,46.2890625,138.4765625
0,30000,1740646906.88012,41.169,61,1.244177000000036,100.0,3.0,210,47.4609375,138.57421875
0,30000,1740646907.9486554,41.035,61,1.2891340000001037,100.0,3.0,210,43.408203125,139.111328125
0,30000,1740646909.0115075,40.955,61,1.329757999999856,100.0,3.0,210,38.18359375,137.5
0,30000,1740646910.074489,38.673,61,1.3717659999997522,100.0,0.0,210,37.3046875,138.76953125
0,30000,1740646911.1426327,40.965,61,1.4161810000000514,100.0,3.0,210,41.30859375,138.96484375
0,30000,1740646912.2115412,40.795,61,1.4567809999998644,100.0,3.0,210,47.705078125,139.208984375
0,30000,1740646913.280343,41.036,61,1.5013049999997747,100.0,3.0,210,45.556640625,137.79296875
0,30000,1740646914.3486955,40.958,61,1.5461669999999685,100.0,3.0,210,45.703125,139.306640625
0,30000,1740646915.4177203,40.965,61,1.5867149999999128,100.0,3.0,210,47.607421875,137.890625
0,30000,1740646916.4866645,41.054,61,1.6316539999997985,100.0,3.0,210,45.361328125,138.916015625
0,30000,1740646917.5551236,41.006,61,1.6763129999999364,100.0,3.0,210,46.533203125,138.96484375
0,30000,1740646918.6242387,40.85,61,1.7169409999996788,100.0,3.0,210,42.919921875,138.623046875
0,30000,1740646919.68799,41.05,60,1.7619540000000598,100.0,3.0,210,39.94140625,139.697265625
0,30000,1740646920.7505705,43.487,60,1.8090499999998428,100.0,15.0,210,36.181640625,140.52734375
0,30000,1740646921.8144164,43.475,60,1.8519320000000334,100.0,17.0,210,34.765625,141.259765625
0,30000,1740646922.879503,43.338,60,1.8995270000000346,100.0,15.0,210,38.330078125,139.990234375
0,30000,1740646923.946385,43.391,60,1.946867999999995,100.0,15.0,210,43.65234375,141.69921875
0,30000,1740646925.006534,43.408,60,1.9897900000000845,100.0,17.0,210,33.203125,139.404296875
0,30000,1740646926.069733,43.384,60,2.0368570000000545,100.0,17.0,210,37.353515625,141.162109375
0,30000,1740646927.1345267,43.364,60,2.0837719999999536,100.0,17.0,210,37.01171875,133.203125
0,30000,1740646928.199035,43.301,60,2.1269389999997657,100.0,15.0,210,39.208984375,140.52734375
0,30000,1740646929.2623336,43.287,60,2.174203999999918,100.0,17.0,210,38.4765625,141.064453125
0,30000,1740646930.32747,43.285,60,2.217059000000063,100.0,15.0,210,41.845703125,138.671875
0,30000,1740646931.3931808,43.308,60,2.264212999999927,100.0,17.0,210,37.158203125,140.771484375
0,30000,1740646932.459082,43.16,60,2.3114199999999983,100.0,15.0,210,41.796875,140.52734375
0,30000,1740646933.522337,43.041,60,2.3539539999997032,100.0,15.0,210,39.453125,137.5
0,30000,1740646934.5868807,43.113,60,2.4007799999999406,100.0,16.0,210,40.478515625,139.013671875
0,30000,1740646935.651004,43.2,60,2.4474700000000666,100.0,17.0,210,35.986328125,140.4296875
0,30000,1740646936.7160153,43.242,60,2.490545000000111,100.0,17.0,210,39.35546875,141.064453125
0,30000,1740646937.7815213,43.0,60,2.5375850000000355,100.0,15.0,210,42.236328125,141.015625
0,30000,1740646938.845516,43.137,60,2.5843449999997574,100.0,15.0,210,38.525390625,140.283203125
0,30000,1740646939.9098122,43.049,60,2.6267589999997654,100.0,14.000000000000002,210,36.181640625,141.552734375
0,30000,1740646940.9713585,43.124,60,2.674039999999877,100.0,17.0,210,34.27734375,137.890625
0,30000,1740646942.03657,43.746,60,2.722377999999935,100.0,17.0,210,38.4765625,139.94140625
0,30000,1740646943.1055155,46.76,60,2.7687959999998384,100.0,19.0,210,45.41015625,141.015625
0,30000,1740646944.1735601,46.532,60,2.819645000000037,100.0,19.0,210,37.158203125,141.162109375
0,30000,1740646945.2391238,47.073,60,2.869887999999719,100.0,22.0,210,40.625,133.984375
0,30000,1740646946.304448,45.986,60,2.9156490000000304,100.0,18.0,210,40.625,134.228515625
0,30000,1740646947.372999,46.098,60,2.9656549999999697,100.0,18.0,210,43.310546875,138.232421875
0,30000,1740646948.4411664,46.095,60,3.0163809999999103,100.0,17.0,210,43.408203125,136.181640625
0,30000,1740646949.5110116,46.225,60,3.0619659999997566,100.0,19.0,210,38.525390625,138.720703125
0,30000,1740646950.5775242,46.22,60,3.1134079999997084,100.0,20.0,210,42.87109375,138.232421875
0,30000,1740646951.6490119,46.87,60,3.1632089999998243,100.0,25.0,210,43.017578125,138.916015625
0,30000,1740646952.7132754,45.959,60,3.209291000000121,100.0,20.0,210,38.134765625,139.404296875
0,30000,1740646953.7798421,45.902,60,3.2595329999999194,100.0,17.0,210,39.404296875,142.28515625
0,30000,1740646954.8507059,46.095,60,3.309700999999677,100.0,19.0,210,41.796875,138.916015625
0,30000,1740646955.917119,46.164,60,3.3555459999997765,100.0,19.0,210,42.1875,134.814453125
0,30000,1740646956.990532,46.265,60,3.406322999999702,100.0,24.0,210,52.1484375,137.40234375
0,30000,1740646958.0608768,46.458,60,3.456072999999833,100.0,26.0,210,46.044921875,137.3046875
0,30000,1740646959.1260922,45.562,60,3.5055050000000847,100.0,17.0,210,39.111328125,139.453125
0,30000,1740646960.1929872,45.479,60,3.5512300000000323,100.0,17.0,210,42.724609375,153.80859375
0,30000,1740646961.2634563,45.601,60,3.600948999999673,100.0,18.0,210,45.361328125,152.5390625
0,30000,1740646962.3332257,45.689,60,3.6517899999998917,100.0,19.0,210,43.65234375,154.638671875
0,30000,1740646963.4039965,46.564,60,3.6972099999998136,100.0,24.0,210,43.994140625,141.89453125
0,30000,1740646964.4720018,46.366,60,3.74708899999996,100.0,26.0,210,42.041015625,139.2578125
0,30000,1740646965.5444202,45.488,59,3.7966989999999896,100.0,17.0,210,49.609375,139.404296875
0,30000,1740646966.6188765,44.138,60,3.8401850000000195,100.0,3.0,210,56.103515625,138.76953125
0,30000,1740646967.6854997,42.062,60,3.8858909999999014,100.0,4.0,210,43.115234375,139.111328125
0,30000,1740646968.7560122,42.174,60,3.931902999999693,100.0,4.0,210,46.77734375,139.013671875
0,30000,1740646969.8239088,42.095,60,3.9775689999996757,100.0,4.0,210,40.625,138.720703125
0,30000,1740646970.8925908,42.112,60,4.019557999999961,100.0,4.0,210,46.435546875,139.35546875
0,30000,1740646971.9611874,42.087,60,4.065295999999762,100.0,4.0,210,46.142578125,138.57421875
0,30000,1740646973.0252388,41.972,60,4.11128299999973,100.0,4.0,210,41.796875,136.279296875
0,30000,1740646974.0938563,38.666,60,4.149341999999706,100.0,1.0,210,43.06640625,138.427734375
0,30000,1740646975.1600368,40.526,60,4.193688999999722,100.0,3.0,210,45.01953125,139.013671875
0,30000,1740646976.2301748,40.859,60,4.238411999999698,100.0,3.0,210,45.751953125,138.96484375
0,30000,1740646977.2963445,40.89,60,4.27889499999992,100.0,3.0,210,47.021484375,138.720703125
0,30000,1740646978.3665774,40.815,60,4.323621000000003,100.0,3.0,210,43.701171875,138.96484375
0,30000,1740646979.435089,40.888,60,4.368163999999979,100.0,3.0,210,46.826171875,139.013671875
0,30000,1740646980.5011828,40.919,60,4.408476000000064,100.0,4.0,210,44.3359375,138.8671875
0,30000,1740646981.5717273,41.073,60,4.453360999999859,100.0,3.0,210,47.021484375,138.330078125
0,30000,1740646982.637995,41.03,60,4.497821999999815,100.0,4.0,210,40.576171875,139.0625
0,30000,1740646983.7078562,40.996,60,4.538559999999961,100.0,4.0,210,46.240234375,138.134765625
0,30000,1740646984.7767732,41.016,60,4.583177999999862,100.0,3.0,210,44.7265625,138.76953125
0,30000,1740646985.8457716,40.955,60,4.627973999999995,100.0,4.0,210,45.751953125,138.4765625
0,30000,1740646986.9160762,40.954,60,4.668440999999802,100.0,4.0,210,45.99609375,138.330078125
0,30000,1740646987.9825542,40.95,60,4.70929199999955,100.0,3.0,210,42.236328125,139.0625
0,30000,1740646989.045444,40.952,60,4.753942999999708,100.0,4.0,210,40.8203125,137.939453125
0,30000,1740646990.1100955,38.945,60,4.792105999999876,100.0,3.0,210,36.328125,139.6484375
0,30000,1740646991.1786032,40.813,60,4.836435999999594,100.0,3.0,210,42.724609375,139.16015625
0,30000,1740646992.246681,40.933,60,4.881033999999545,100.0,3.0,210,46.044921875,137.841796875
0,30000,1740646993.3127735,40.871,60,4.925403999999617,100.0,3.0,210,44.62890625,139.0625
0,30000,1740646994.3832161,40.892,60,4.966199999999844,100.0,3.0,210,46.142578125,138.18359375
0,30000,1740646995.4536052,40.843,59,5.010628999999881,100.0,3.0,210,46.337890625,139.208984375
0,30000,1740646996.5198934,39.849,59,5.054269999999633,100.0,3.0,210,41.69921875,138.623046875
0,30000,1740646997.5857048,40.8,59,5.094779999999446,100.0,3.0,210,46.337890625,139.0625
0,30000,1740646998.6559842,40.768,59,5.138953999999558,100.0,3.0,210,42.28515625,139.16015625
0,30000,1740646999.7226048,40.718,59,5.183443999999781,100.0,3.0,210,46.533203125,138.916015625
0,30000,1740647000.7927058,40.72,59,5.223668999999518,100.0,3.0,210,44.82421875,139.0625
0,30000,1740647001.861484,40.734,59,5.2682819999995445,100.0,3.0,210,46.630859375,138.8671875
0,30000,1740647002.9314368,40.775,59,5.312611999999717,100.0,3.0,210,45.21484375,138.57421875
0,30000,1740647003.998396,40.691,59,5.353089999999611,100.0,3.0,210,43.45703125,139.35546875
0,30000,1740647005.0590572,40.68,59,5.397414999999455,100.0,3.0,210,38.28125,137.40234375
0,30000,1740647006.1251607,39.378,59,5.4401779999998325,100.0,3.0,210,38.8671875,136.572265625
0,30000,1740647007.1933262,40.698,59,5.480298999999832,100.0,3.0,210,42.724609375,138.818359375
0,30000,1740647008.261285,40.761,59,5.524829999999838,100.0,3.0,210,45.99609375,138.818359375
0,30000,1740647009.3255994,40.67,59,5.568991999999525,100.0,3.0,210,42.919921875,136.42578125
